Gain [dB],Phase [rads.],Amplitude [dBm],Frequency [GHz]
6.1511,1.4415611154317702,-27.58193588256836,6.014070100143061
6.1511,1.5843462276580733,-13.754741668701172,6.016473533619457
6.1511,1.7271313398843766,-10.37676239013672,6.018276108726752
6.1511,1.86889655845192,-9.916332244873049,6.01947782546495
6.1511,2.011681670678223,-9.286537170410156,6.020479256080114
6.1511,2.153446889245767,-8.254613876342773,6.021480686695279
6.1511,2.2962320014720703,-7.734123229980469,6.022482117310444
6.1511,2.4390171136983736,-7.333063125610352,6.023683834048641
6.1511,2.5807823322659167,-7.186740875244141,6.024484978540772
6.1511,2.72356744449222,-6.890796661376953,6.0254864091559375
6.1511,2.8663525567185233,-6.767488479614258,6.026688125894135
6.1511,3.008117775286067,-7.074213027954102,6.0276895565093
6.1511,3.1509028875123697,-6.463140487670898,6.028690987124463
6.1511,3.2926681060799137,-6.956266403198242,6.029892703862662
6.1511,3.4354532183062165,-7.02935791015625,6.0310944206008585
6.1511,3.5782383305325194,-7.28831672668457,6.032296137339056
6.1511,3.720003549100063,-7.688444137573242,6.033698140200286
6.1511,3.862788661326366,-8.321380615234375,6.035100143061516
6.1511,4.005573773552669,-9.249595642089844,6.03670243204578
6.1511,4.147338992120214,-10.709020614624023,6.03810443490701
6.1511,4.290124104346516,-12.263050079345703,6.039306151645207
6.1511,4.431889322914061,-15.029979705810549,6.040507868383405
6.1511,4.574674435140364,-17.26110076904297,6.041709585121602
6.1511,4.717459547366666,-24.32535552978516,6.042711015736767
6.1511,4.8592247659342105,-43.37568283081055,5.965
6.1511,5.0020098781605125,-43.57716751098633,5.965
6.1511,5.144794990386816,-42.682228088378906,5.965
6.1511,5.28656020895436,-12.079872131347656,6.0387052932761085
6.1511,5.286749202571742,-42.80665969848633,5.965
6.1511,5.429534314798045,-42.82817840576172,5.965
6.1511,5.57129953336559,-42.67030715942383,5.965
6.1511,5.714084645591892,-43.12461471557617,5.965
6.1511,5.856869757818195,-42.67634582519531,5.965
6.1511,5.9986349763857385,-43.34550094604492,5.965
6.1511,6.141420088612042,-42.99673843383789,5.965
6.1511,6.283185307179586,-43.15739440917969,5.965
6.2489,0.017789567803776943,-43.15933990478516,5.965
6.2489,0.1605746800300799,-42.872520446777344,5.965
6.2489,0.30233989859762367,-42.7867546081543,5.965
6.2489,0.4451250108239269,-43.01349258422852,5.965
6.2489,0.5879101230502298,-43.37212371826172,5.965
6.2489,0.7296753416177736,-43.14664459228516,5.965
6.2489,0.8724604538440768,-43.324317932128906,5.965
6.2489,1.0142256724116203,-43.07290649414063,5.965
6.2489,1.1570107846379236,-43.41326141357422,5.965
6.2489,1.2997958968642267,-43.38780212402344,5.965
6.2489,1.4415611154317702,-17.740253448486328,6.014470672389128
6.2489,1.5843462276580733,-12.156635284423828,6.016673819742489
6.2489,1.7271313398843766,-9.645832061767578,6.01807582260372
6.2489,1.86889655845192,-9.394142150878906,6.019277539341917
6.2489,2.011681670678223,-8.202095031738281,6.020278969957082
6.2489,2.153446889245767,-7.630771636962891,6.021280400572246
6.2489,2.2962320014720703,-7.291156768798828,6.022482117310444
6.2489,2.4390171136983736,-7.110820770263672,6.023483547925608
6.2489,2.5807823322659167,-6.71037483215332,6.02428469241774
6.2489,2.72356744449222,-6.491382598876953,6.0254864091559375
6.2489,2.8663525567185233,-6.41389274597168,6.026487839771102
6.2489,3.008117775286067,-6.772890090942383,6.0274892703862655
6.2489,3.1509028875123697,-6.114782333374023,6.028690987124463
6.2489,3.2926681060799137,-6.70893669128418,6.029692417739628
6.2489,3.4354532183062165,-6.792135238647461,6.030894134477825
6.2489,3.5782383305325194,-6.935491561889648,6.032095851216024
6.2489,3.720003549100063,-6.6553497314453125,6.033497854077253
6.2489,3.862788661326366,-7.207868576049805,6.034899856938483
6.2489,4.005573773552669,-7.790824890136719,6.036301859799714
6.2489,4.147338992120214,-9.038566589355469,6.037904148783977
6.2489,4.290124104346516,-10.864801406860352,6.039306151645207
6.2489,4.431889322914061,-13.17498016357422,6.040507868383405
6.2489,4.574674435140364,-16.327701568603516,6.041709585121602
6.2489,4.717459547366666,-20.316814422607425,6.042711015736767
6.2489,4.8592247659342105,-43.28662490844727,5.965
6.2489,5.0020098781605125,-43.00121307373047,5.965
6.2489,5.144794990386816,-42.99105072021485,5.965
6.2489,5.28656020895436,-10.55640983581543,6.038505007153076
6.2489,5.286749202571742,-43.16583633422852,5.965
6.2489,5.429534314798045,-43.68391418457031,5.965
6.2489,5.57129953336559,-43.160186767578125,5.965
6.2489,5.714084645591892,-42.987342834472656,5.965
6.2489,5.856869757818195,-43.07373428344727,5.965
6.2489,5.9986349763857385,-42.81015396118164,5.965
6.2489,6.141420088612042,-42.60247039794922,5.965
6.2489,6.283185307179586,-43.05714797973633,5.965
6.3467,0.017789567803776943,-43.22455596923828,5.965
6.3467,0.1605746800300799,-42.7650260925293,5.965
6.3467,0.30233989859762367,-42.98164367675781,5.965
6.3467,0.4451250108239269,-43.155948638916016,5.965
6.3467,0.5879101230502298,-42.72726440429688,5.965
6.3467,0.7296753416177736,-43.01349258422852,5.965
6.3467,0.8724604538440768,-43.230262756347656,5.965
6.3467,1.0142256724116203,-43.66197204589844,5.965
6.3467,1.1570107846379236,-42.70736312866211,5.965
6.3467,1.2997958968642267,-42.74726104736328,5.965
6.3467,1.4415611154317702,-15.190284729003906,6.01467095851216
6.3467,1.5843462276580733,-11.203594207763672,6.016673819742489
6.3467,1.7271313398843766,-9.815589904785156,6.01807582260372
6.3467,1.86889655845192,-8.611776351928711,6.019277539341917
6.3467,2.011681670678223,-8.400125503540039,6.020278969957082
6.3467,2.153446889245767,-8.013265609741211,6.021280400572246
6.3467,2.2962320014720703,-7.634740829467773,6.02228183118741
6.3467,2.4390171136983736,-7.319370269775391,6.023283261802575
6.3467,2.5807823322659167,-7.097970962524414,6.02428469241774
6.3467,2.72356744449222,-6.867477416992188,6.025286123032903
6.3467,2.8663525567185233,-6.7486724853515625,6.026287553648069
6.3467,3.008117775286067,-5.962491989135742,6.027288984263233
6.3467,3.1509028875123697,-6.306665420532227,6.028490701001432
6.3467,3.2926681060799137,-6.442899703979492,6.029492131616595
6.3467,3.4354532183062165,-6.354154586791992,6.030693848354793
6.3467,3.5782383305325194,-6.074377059936523,6.03189556509299
6.3467,3.720003549100063,-6.799751281738281,6.033297567954221
6.3467,3.862788661326366,-7.236141204833984,6.034699570815451
6.3467,4.005573773552669,-7.395881652832031,6.036101573676681
6.3467,4.147338992120214,-8.666145324707031,6.037904148783977
6.3467,4.290124104346516,-10.243696212768556,6.039306151645207
6.3467,4.431889322914061,-12.467090606689451,6.040708154506437
6.3467,4.574674435140364,-14.803077697753906,6.041709585121602
6.3467,4.717459547366666,-18.82539749145508,6.0429113018597995
6.3467,4.8592247659342105,-30.55841827392578,6.043912732474964
6.3467,5.0020098781605125,-42.62864303588867,5.965
6.3467,5.144794990386816,-42.6997299194336,5.965
6.3467,5.28656020895436,-10.213916778564451,6.038505007153076
6.3467,5.286749202571742,-42.85180282592773,5.965
6.3467,5.429534314798045,-42.45730209350586,5.965
6.3467,5.57129953336559,-43.27268600463867,5.965
6.3467,5.714084645591892,-42.74726104736328,5.965
6.3467,5.856869757818195,-43.12136459350586,5.965
6.3467,5.9986349763857385,-42.95245361328125,5.965
6.3467,6.141420088612042,-42.63725280761719,5.965
6.3467,6.283185307179586,-42.81641387939453,5.965
6.4444,0.017789567803776943,-43.64014434814453,5.965
6.4444,0.1605746800300799,-42.73725128173828,5.965
6.4444,0.30233989859762367,-42.1618537902832,5.965
6.4444,0.4451250108239269,-43.097904205322266,5.965
6.4444,0.5879101230502298,-43.53445053100586,5.965
6.4444,0.7296753416177736,-42.78053665161133,5.965
6.4444,0.8724604538440768,-43.32784271240234,5.965
6.4444,1.0142256724116203,-42.86305236816406,5.965
6.4444,1.1570107846379236,-42.57719421386719,5.965
6.4444,1.2997958968642267,-30.57831573486328,6.012067238912732
6.4444,1.4415611154317702,-12.90142822265625,6.0150715307582265
6.4444,1.5843462276580733,-10.399490356445312,6.016673819742489
6.4444,1.7271313398843766,-8.797576904296875,6.0178755364806875
6.4444,1.86889655845192,-8.417837142944336,6.019077253218884
6.4444,2.011681670678223,-8.209295272827148,6.020078683834048
6.4444,2.153446889245767,-7.739955902099609,6.021080114449213
6.4444,2.2962320014720703,-7.371458053588867,6.022081545064378
6.4444,2.4390171136983736,-6.896585464477539,6.023082975679543
6.4444,2.5807823322659167,-6.746395111083984,6.0240844062947065
6.4444,2.72356744449222,-6.533535003662109,6.025085836909871
6.4444,2.8663525567185233,-5.958160400390625,6.026087267525035
6.4444,3.008117775286067,-5.696788787841797,6.027288984263233
6.4444,3.1509028875123697,-6.132772445678711,6.028290414878398
6.4444,3.2926681060799137,-5.670249938964844,6.029291845493563
6.4444,3.4354532183062165,-6.091270446777344,6.03049356223176
6.4444,3.5782383305325194,-5.764253616333008,6.031695278969957
6.4444,3.720003549100063,-6.014617919921875,6.033097281831187
6.4444,3.862788661326366,-6.316925048828125,6.034499284692418
6.4444,4.005573773552669,-7.478279113769531,6.035901287553648
6.4444,4.147338992120214,-8.017007827758789,6.037503576537912
6.4444,4.290124104346516,-9.493104934692385,6.039306151645207
6.4444,4.431889322914061,-11.956657409667969,6.040708154506437
6.4444,4.574674435140364,-14.318897247314451,6.041909871244636
6.4444,4.717459547366666,-16.869766235351562,6.0429113018597995
6.4444,4.8592247659342105,-22.370361328125,6.044113018597996
6.4444,5.0020098781605125,-42.82347106933594,5.965
6.4444,5.144794990386816,-43.069705963134766,5.965
6.4444,5.28656020895436,-9.128074645996094,6.03810443490701
6.4444,5.286749202571742,-42.510990142822266,5.965
6.4444,5.429534314798045,-43.034027099609375,5.965
6.4444,5.57129953336559,-42.86207962036133,5.965
6.4444,5.714084645591892,-43.17206954956055,5.965
6.4444,5.856869757818195,-43.01349258422852,5.965
6.4444,5.9986349763857385,-42.52488327026367,5.965
6.4444,6.141420088612042,-43.10041046142578,5.965
6.4444,6.283185307179586,-42.71653747558594,5.965
6.5422,0.017789567803776943,-42.95487976074219,5.965
6.5422,0.1605746800300799,-43.25185394287109,5.965
6.5422,0.30233989859762367,-42.67464065551758,5.965
6.5422,0.4451250108239269,-43.0266227722168,5.965
6.5422,0.5879101230502298,-43.3505973815918,5.965
6.5422,0.7296753416177736,-43.25791931152344,5.965
6.5422,0.8724604538440768,-42.78053665161133,5.965
6.5422,1.0142256724116203,-42.65573120117188,5.965
6.5422,1.1570107846379236,-42.90663146972656,5.965
6.5422,1.2997958968642267,-18.2247314453125,6.012668097281831
6.5422,1.4415611154317702,-11.033151626586914,6.0150715307582265
6.5422,1.5843462276580733,-9.250329971313477,6.016673819742489
6.5422,1.7271313398843766,-8.784778594970703,6.0178755364806875
6.5422,1.86889655845192,-8.30726432800293,6.018876967095851
6.5422,2.011681670678223,-7.641790390014648,6.0198783977110155
6.5422,2.153446889245767,-7.255659103393555,6.020879828326181
6.5422,2.2962320014720703,-6.870439529418945,6.021881258941345
6.5422,2.4390171136983736,-6.190279006958008,6.022882689556509
6.5422,2.5807823322659167,-6.217496871948242,6.023884120171674
6.5422,2.72356744449222,-5.867464065551758,6.024885550786839
6.5422,2.8663525567185233,-5.534984588623047,6.025886981402003
6.5422,3.008117775286067,-5.656562805175781,6.027088698140201
6.5422,3.1509028875123697,-5.6600341796875,6.028090128755364
6.5422,3.2926681060799137,-5.540008544921875,6.029291845493563
6.5422,3.4354532183062165,-5.312097549438477,6.030293276108727
6.5422,3.5782383305325194,-5.421825408935547,6.031494992846924
6.5422,3.720003549100063,-5.997364044189453,6.032896995708155
6.5422,3.862788661326366,-5.940082550048828,6.034298998569384
6.5422,4.005573773552669,-7.077701568603516,6.035701001430615
6.5422,4.147338992120214,-7.775552749633789,6.0373032904148785
6.5422,4.290124104346516,-8.696481704711914,6.039105865522175
6.5422,4.431889322914061,-10.904302597045898,6.040708154506437
6.5422,4.574674435140364,-13.447181701660156,6.041909871244636
6.5422,4.717459547366666,-15.472034454345703,6.043111587982833
6.5422,4.8592247659342105,-20.263790130615234,6.044113018597996
6.5422,5.0020098781605125,-42.8218994140625,5.965
6.5422,5.144794990386816,-43.30324172973633,5.965
6.5422,5.28656020895436,-7.985935211181641,6.037703862660944
6.5422,5.286749202571742,-43.19422912597656,5.965
6.5422,5.429534314798045,-43.334014892578125,5.965
6.5422,5.57129953336559,-42.71041870117188,5.965
6.5422,5.714084645591892,-43.19764709472656,5.965
6.5422,5.856869757818195,-43.53352737426758,5.965
6.5422,5.9986349763857385,-43.25791931152344,5.965
6.5422,6.141420088612042,-43.60713195800781,5.965
6.5422,6.283185307179586,-42.64818954467773,5.965
6.64,0.017789567803776943,-42.969459533691406,5.965
6.64,0.1605746800300799,-42.73417663574219,5.965
6.64,0.30233989859762367,-42.9710807800293,5.965
6.64,0.4451250108239269,-43.19081115722656,5.965
6.64,0.5879101230502298,-42.52131652832031,5.965
6.64,0.7296753416177736,-43.12472534179688,5.965
6.64,0.8724604538440768,-43.1627311706543,5.965
6.64,1.0142256724116203,-43.155948638916016,5.965
6.64,1.1570107846379236,-42.98978805541992,5.965
6.64,1.2997958968642267,-13.886669158935549,6.013068669527897
6.64,1.4415611154317702,-10.035858154296877,6.0150715307582265
6.64,1.5843462276580733,-9.282806396484377,6.016473533619457
6.64,1.7271313398843766,-8.581989288330078,6.017675250357653
6.64,1.86889655845192,-7.441305160522461,6.018676680972819
6.64,2.011681670678223,-7.002532958984375,6.019678111587983
6.64,2.153446889245767,-6.558401107788086,6.020679542203147
6.64,2.2962320014720703,-6.210245132446289,6.021881258941345
6.64,2.4390171136983736,-5.923862457275391,6.022882689556509
6.64,2.5807823322659167,-5.626337051391602,6.023683834048641
6.64,2.72356744449222,-5.404928207397461,6.024885550786839
6.64,2.8663525567185233,-5.556915283203125,6.025886981402003
6.64,3.008117775286067,-5.747001647949219,6.0268884120171675
6.64,3.1509028875123697,-5.225297927856445,6.027889842632332
6.64,3.2926681060799137,-5.442562103271484,6.029091559370529
6.64,3.4354532183062165,-5.02056884765625,6.030092989985694
6.64,3.5782383305325194,-5.362176895141602,6.031494992846924
6.64,3.720003549100063,-5.979534149169922,6.032696709585121
6.64,3.862788661326366,-5.69511604309082,6.034098712446352
6.64,4.005573773552669,-6.700555801391602,6.035500715307582
6.64,4.147338992120214,-6.795902252197266,6.037103004291845
6.64,4.290124104346516,-7.757204055786133,6.0387052932761085
6.64,4.431889322914061,-9.506858825683594,6.040507868383405
6.64,4.574674435140364,-11.886119842529297,6.041909871244636
6.64,4.717459547366666,-14.562122344970703,6.043111587982833
6.64,4.8592247659342105,-17.30828857421875,6.0443133047210305
6.64,5.0020098781605125,-25.987228393554688,6.045314735336195
6.64,5.144794990386816,-42.57941818237305,5.965
6.64,5.28656020895436,-7.714653015136719,6.0373032904148785
6.64,5.286749202571742,-42.73263931274414,5.965
6.64,5.429534314798045,-42.75883865356445,5.965
6.64,5.57129953336559,-43.10873794555664,5.965
6.64,5.714084645591892,-43.36500549316406,5.965
6.64,5.856869757818195,-43.361454010009766,5.965
6.64,5.9986349763857385,-43.13820266723633,5.965
6.64,6.141420088612042,-42.88111877441406,5.965
6.64,6.283185307179586,-43.5537223815918,5.965
6.7378,0.017789567803776943,-42.88914489746094,5.965
6.7378,0.1605746800300799,-43.15171813964844,5.965
6.7378,0.30233989859762367,-42.708126068115234,5.965
6.7378,0.4451250108239269,-42.641414642333984,5.965
6.7378,0.5879101230502298,-42.93218231201172,5.965
6.7378,0.7296753416177736,-43.389068603515625,5.965
6.7378,0.8724604538440768,-43.3446159362793,5.965
6.7378,1.0142256724116203,-43.08460998535156,5.965
6.7378,1.1570107846379236,-43.039798736572266,5.965
6.7378,1.2997958968642267,-12.33642578125,6.013268955650929
6.7378,1.4415611154317702,-10.058710098266602,6.0150715307582265
6.7378,1.5843462276580733,-8.428323745727539,6.016273247496423
6.7378,1.7271313398843766,-7.691802978515625,6.017474964234621
6.7378,1.86889655845192,-7.313837051391602,6.018676680972819
6.7378,2.011681670678223,-7.208112716674805,6.019678111587983
6.7378,2.153446889245767,-7.0223388671875,6.020679542203147
6.7378,2.2962320014720703,-6.602582931518555,6.021680972818312
6.7378,2.4390171136983736,-6.342510223388672,6.0226824034334765
6.7378,2.5807823322659167,-6.093170166015625,6.023683834048641
6.7378,2.72356744449222,-5.861099243164063,6.024685264663805
6.7378,2.8663525567185233,-5.718669891357422,6.02568669527897
6.7378,3.008117775286067,-4.990474700927734,6.0268884120171675
6.7378,3.1509028875123697,-5.341344833374023,6.027889842632332
6.7378,3.2926681060799137,-5.226980209350586,6.028891273247496
6.7378,3.4354532183062165,-5.480297088623047,6.030092989985694
6.7378,3.5782383305325194,-5.574396133422852,6.031294706723891
6.7378,3.720003549100063,-5.670978546142578,6.032496423462089
6.7378,3.862788661326366,-5.873794555664063,6.0338984263233195
6.7378,4.005573773552669,-6.343305587768555,6.03530042918455
6.7378,4.147338992120214,-6.355476379394531,6.036902718168813
6.7378,4.290124104346516,-7.760366439819336,6.038505007153076
6.7378,4.431889322914061,-8.845664978027344,6.040507868383405
6.7378,4.574674435140364,-11.178232192993164,6.042110157367668
6.7378,4.717459547366666,-13.308189392089844,6.043111587982833
6.7378,4.8592247659342105,-16.88522720336914,6.0443133047210305
6.7378,5.0020098781605125,-22.22418975830078,6.045314735336195
6.7378,5.144794990386816,-43.06626510620117,5.965
6.7378,5.28656020895436,-7.197885513305664,6.037103004291845
6.7378,5.286749202571742,-42.97270584106445,5.965
6.7378,5.429534314798045,-43.23543548583984,5.965
6.7378,5.57129953336559,-42.54029083251953,5.965
6.7378,5.714084645591892,-43.30587005615234,5.965
6.7378,5.856869757818195,-43.127967834472656,5.965
6.7378,5.9986349763857385,-43.07373428344727,5.965
6.7378,6.141420088612042,-43.302364349365234,5.965
6.7378,6.283185307179586,-43.07290649414063,5.965
6.8356,0.017789567803776943,-42.82268524169922,5.965
6.8356,0.1605746800300799,-42.47174835205078,5.965
6.8356,0.30233989859762367,-42.50661087036133,5.965
6.8356,0.4451250108239269,-42.73725128173828,5.965
6.8356,0.5879101230502298,-43.17292022705078,5.965
6.8356,0.7296753416177736,-42.30358505249024,5.965
6.8356,0.8724604538440768,-43.04557418823242,5.965
6.8356,1.0142256724116203,-42.13432312011719,5.965
6.8356,1.1570107846379236,-20.517635345458984,6.010665236051502
6.8356,1.2997958968642267,-11.600595474243164,6.013469241773963
6.8356,1.4415611154317702,-8.928628921508789,6.0150715307582265
6.8356,1.5843462276580733,-8.013923645019531,6.016273247496423
6.8356,1.7271313398843766,-7.344110488891602,6.017474964234621
6.8356,1.86889655845192,-7.261205673217773,6.0184763948497855
6.8356,2.011681670678223,-7.13648796081543,6.01947782546495
6.8356,2.153446889245767,-6.56062126159668,6.020479256080114
6.8356,2.2962320014720703,-6.296731948852539,6.021480686695279
6.8356,2.4390171136983736,-5.741186141967773,6.022482117310444
6.8356,2.5807823322659167,-5.640317916870117,6.023483547925608
6.8356,2.72356744449222,-5.311426162719727,6.024484978540772
6.8356,2.8663525567185233,-4.876405715942383,6.0254864091559375
6.8356,3.008117775286067,-4.883066177368164,6.026688125894135
6.8356,3.1509028875123697,-5.1944122314453125,6.0276895565093
6.8356,3.2926681060799137,-4.61424446105957,6.028891273247496
6.8356,3.4354532183062165,-4.986278533935547,6.029892703862662
6.8356,3.5782383305325194,-5.010738372802734,6.0310944206008585
6.8356,3.720003549100063,-4.828166961669922,6.032296137339056
6.8356,3.862788661326366,-5.619060516357422,6.033698140200286
6.8356,4.005573773552669,-5.983114242553711,6.035100143061516
6.8356,4.147338992120214,-6.005651473999023,6.03670243204578
6.8356,4.290124104346516,-7.299966812133789,6.038304721030043
6.8356,4.431889322914061,-8.074760437011719,6.0401072961373385
6.8356,4.574674435140364,-10.350870132446287,6.042110157367668
6.8356,4.717459547366666,-13.033740997314451,6.043311874105865
6.8356,4.8592247659342105,-15.491870880126951,6.0443133047210305
6.8356,5.0020098781605125,-19.390708923339844,6.045515021459227
6.8356,5.144794990386816,-43.64203643798828,5.965
6.8356,5.28656020895436,-6.80059814453125,6.03670243204578
6.8356,5.286749202571742,-43.18398666381836,5.965
6.8356,5.429534314798045,-43.06211853027344,5.965
6.8356,5.57129953336559,-42.65950775146485,5.965
6.8356,5.714084645591892,-42.95003128051758,5.965
6.8356,5.856869757818195,-42.7603874206543,5.965
6.8356,5.9986349763857385,-42.58906936645508,5.965
6.8356,6.141420088612042,-42.98164367675781,5.965
6.8356,6.283185307179586,-43.32960510253906,5.965
6.9333,0.017789567803776943,-43.09456253051758,5.965
6.9333,0.1605746800300799,-42.78597640991211,5.965
6.9333,0.30233989859762367,-43.07955551147461,5.965
6.9333,0.4451250108239269,-43.19337463378906,5.965
6.9333,0.5879101230502298,-42.798439025878906,5.965
6.9333,0.7296753416177736,-42.61441802978516,5.965
6.9333,0.8724604538440768,-42.98164367675781,5.965
6.9333,1.0142256724116203,-42.55796432495117,5.965
6.9333,1.1570107846379236,-15.06180191040039,6.011266094420601
6.9333,1.2997958968642267,-10.59817123413086,6.013469241773963
6.9333,1.4415611154317702,-8.92237663269043,6.014871244635193
6.9333,1.5843462276580733,-7.960481643676758,6.01607296137339
6.9333,1.7271313398843766,-7.55937385559082,6.017274678111588
6.9333,1.86889655845192,-7.226848602294922,6.018276108726752
6.9333,2.011681670678223,-6.679254531860352,6.019277539341917
6.9333,2.153446889245767,-5.850015640258789,6.020278969957082
6.9333,2.2962320014720703,-5.556600570678711,6.021280400572246
6.9333,2.4390171136983736,-5.22001838684082,6.022482117310444
6.9333,2.5807823322659167,-5.016191482543945,6.023283261802575
6.9333,2.72356744449222,-4.80561637878418,6.02428469241774
6.9333,2.8663525567185233,-4.9361572265625,6.0254864091559375
6.9333,3.008117775286067,-5.081335067749023,6.026487839771102
6.9333,3.1509028875123697,-4.570636749267578,6.0274892703862655
6.9333,3.2926681060799137,-4.736106872558594,6.028690987124463
6.9333,3.4354532183062165,-4.389873504638672,6.029692417739628
6.9333,3.5782383305325194,-4.434940338134766,6.030894134477825
6.9333,3.720003549100063,-4.626249313354492,6.032296137339056
6.9333,3.862788661326366,-5.393514633178711,6.033497854077253
6.9333,4.005573773552669,-5.632682800292969,6.034899856938483
6.9333,4.147338992120214,-5.640914916992188,6.036301859799714
6.9333,4.290124104346516,-6.272462844848633,6.037904148783977
6.9333,4.431889322914061,-7.51129150390625,6.039907010014306
6.9333,4.574674435140364,-9.927461624145508,6.041909871244636
6.9333,4.717459547366666,-12.109241485595703,6.043311874105865
6.9333,4.8592247659342105,-14.311531066894531,6.044513590844063
6.9333,5.0020098781605125,-17.76354217529297,6.045515021459227
6.9333,5.144794990386816,-32.369956970214844,6.046917024320457
6.9333,5.28656020895436,-5.747133255004883,6.036301859799714
6.9333,5.286749202571742,-42.977577209472656,5.965
6.9333,5.429534314798045,-42.512451171875,5.965
6.9333,5.57129953336559,-42.65875244140625,5.965
6.9333,5.714084645591892,-42.97270584106445,5.965
6.9333,5.856869757818195,-42.433570861816406,5.965
6.9333,5.9986349763857385,-42.95083618164063,5.965
6.9333,6.141420088612042,-43.45751953125,5.965
6.9333,6.283185307179586,-43.38727951049805,5.965
7.0311,0.017789567803776943,-42.82660675048828,5.965
7.0311,0.1605746800300799,-42.61292266845703,5.965
7.0311,0.30233989859762367,-42.82111740112305,5.965
7.0311,0.4451250108239269,-42.933101654052734,5.965
7.0311,0.5879101230502298,-43.40159606933594,5.965
7.0311,0.7296753416177736,-43.05632019042969,5.965
7.0311,0.8724604538440768,-42.78986740112305,5.965
7.0311,1.0142256724116203,-42.92105102539063,5.965
7.0311,1.1570107846379236,-12.542861938476562,6.0114663805436335
7.0311,1.2997958968642267,-9.475212097167969,6.013469241773963
7.0311,1.4415611154317702,-8.820959091186523,6.01467095851216
7.0311,1.5843462276580733,-7.955657958984375,6.015872675250358
7.0311,1.7271313398843766,-7.431882858276367,6.0170743919885545
7.0311,1.86889655845192,-6.805849075317383,6.01807582260372
7.0311,2.011681670678223,-6.034580230712891,6.019077253218884
7.0311,2.153446889245767,-5.816999435424805,6.020278969957082
7.0311,2.2962320014720703,-5.696140289306641,6.021280400572246
7.0311,2.4390171136983736,-5.268899917602539,6.02228183118741
7.0311,2.5807823322659167,-4.734823226928711,6.023283261802575
7.0311,2.72356744449222,-4.939603805541992,6.02428469241774
7.0311,2.8663525567185233,-5.039154052734375,6.025286123032903
7.0311,3.008117775286067,-4.82465934753418,6.026287553648069
7.0311,3.1509028875123697,-4.304224014282227,6.0274892703862655
7.0311,3.2926681060799137,-4.880941390991211,6.028490701001432
7.0311,3.4354532183062165,-4.506181716918945,6.029692417739628
7.0311,3.5782383305325194,-4.518774032592773,6.030894134477825
7.0311,3.720003549100063,-4.959217071533203,6.032095851216024
7.0311,3.862788661326366,-4.593299865722656,6.033297567954221
7.0311,4.005573773552669,-5.0613861083984375,6.034699570815451
7.0311,4.147338992120214,-5.179384231567383,6.036101573676681
7.0311,4.290124104346516,-5.973411560058594,6.037703862660944
7.0311,4.431889322914061,-7.124168395996094,6.03950643776824
7.0311,4.574674435140364,-9.024980545043944,6.041709585121602
7.0311,4.717459547366666,-11.26775360107422,6.043311874105865
7.0311,4.8592247659342105,-13.755989074707031,6.044513590844063
7.0311,5.0020098781605125,-16.029205322265625,6.0457153075822605
7.0311,5.144794990386816,-25.174957275390625,6.0471173104434905
7.0311,5.28656020895436,-5.320257186889648,6.036101573676681
7.0311,5.286749202571742,-42.99386596679688,5.965
7.0311,5.429534314798045,-43.08372116088867,5.965
7.0311,5.57129953336559,-42.695919036865234,5.965
7.0311,5.714084645591892,-42.7929801940918,5.965
7.0311,5.856869757818195,-42.649696350097656,5.965
7.0311,5.9986349763857385,-42.77820587158203,5.965
7.0311,6.141420088612042,-43.56784439086914,5.965
7.0311,6.283185307179586,-42.83446502685547,5.965
7.1289,0.017789567803776943,-43.20534896850586,5.965
7.1289,0.1605746800300799,-42.87158966064453,5.965
7.1289,0.30233989859762367,-43.06045913696289,5.965
7.1289,0.4451250108239269,-43.02744674682617,5.965
7.1289,0.5879101230502298,-42.79609680175781,5.965
7.1289,0.7296753416177736,-42.905033111572266,5.965
7.1289,0.8724604538440768,-43.029090881347656,5.965
7.1289,1.0142256724116203,-43.34373092651367,5.965
7.1289,1.1570107846379236,-11.326742172241213,6.011666666666667
7.1289,1.2997958968642267,-9.50478172302246,6.013268955650929
7.1289,1.4415611154317702,-8.107856750488281,6.014470672389128
7.1289,1.5843462276580733,-7.778093338012695,6.015672389127325
7.1289,1.7271313398843766,-7.113424301147461,6.016874105865522
7.1289,1.86889655845192,-6.122085571289063,6.0178755364806875
7.1289,2.011681670678223,-5.869585037231445,6.019077253218884
7.1289,2.153446889245767,-5.983625411987305,6.020078683834048
7.1289,2.2962320014720703,-5.709089279174805,6.021080114449213
7.1289,2.4390171136983736,-5.179740905761719,6.022081545064378
7.1289,2.5807823322659167,-5.182380676269531,6.023082975679543
7.1289,2.72356744449222,-5.0181732177734375,6.0240844062947065
7.1289,2.8663525567185233,-4.803192138671875,6.025085836909871
7.1289,3.008117775286067,-4.088829040527344,6.026287553648069
7.1289,3.1509028875123697,-4.673480987548828,6.027288984263233
7.1289,3.2926681060799137,-4.150262832641602,6.028290414878398
7.1289,3.4354532183062165,-4.605594635009766,6.029492131616595
7.1289,3.5782383305325194,-4.767080307006836,6.030693848354793
7.1289,3.720003549100063,-4.701108932495117,6.03189556509299
7.1289,3.862788661326366,-4.590843200683594,6.033297567954221
7.1289,4.005573773552669,-4.630838394165039,6.034699570815451
7.1289,4.147338992120214,-5.026569366455078,6.036101573676681
7.1289,4.290124104346516,-5.560293197631836,6.037503576537912
