Gain [dB],Phase [rads.],Amplitude [dBm],frequency_lc
6.6177215189873415,3.5790296053554607,561711867093029.56,-529559.5387500161
6.6177215189873415,3.6585635965855823,551571657008357.6,-626337.3600000191
6.6177215189873415,3.7380975878157034,539206179329542.56,-724202.572500022
6.6177215189873415,3.817631579045825,526214398660526.6,-822067.7850000251
6.6177215189873415,3.8971655702759462,511315379724019.56,-921020.388750028
6.6177215189873415,3.9766995615060674,495271647213644.1,-1019972.992500031
6.6177215189873415,4.056233552736189,477241439438307.3,-1120012.987500034
6.6177215189873415,4.135767543966311,458364267131743.7,-1221140.3737500373
6.6177215189873415,4.215301535196431,437497938218722.6,-1322267.7600000403
6.6177215189873415,4.294835526426553,414544247876389.56,-1425569.9287500435
6.6177215189873415,4.374369517656675,389510074929167.56,-1532134.2712500466
6.6177215189873415,4.453903508886795,363586748945530.7,-1638698.6137500498
6.6177215189873415,4.533437500116917,336684645788944.44,-1747437.738750053
6.6177215189873415,4.6129714913470385,308057312863655.1,-1857264.2550000565
6.6177215189873415,4.692505482577159,278472079767175.75,-1969265.55375006
6.6177215189873415,4.772039473807281,247320465246894.22,-2086703.8087500634
6.6177215189873415,4.8515734650374025,214344248724735.0,-2199792.498750067
6.6177215189873415,4.931107456267524,180965341726568.6,-2313968.5800000704
6.6177215189873415,5.010641447497645,1.617603621541511e-13,3248037.663750099
6.6177215189873415,5.0901754387277665,5.420176854394481e-13,3026209.848750092
6.6177215189873415,5.169709429957888,1.5436208848097926e-13,2806556.8162500854
6.6177215189873415,5.249243421188009,7.672574447192373e-14,2597777.696250079
6.6177215189873415,5.32877741241813,7.064432763927504e-14,2380299.4462500727
6.6177215189873415,5.408311403648252,9.680032193645017e-14,2164995.978750066
6.6177215189873415,5.487845394878374,8.111392647160995e-14,1950779.9025000595
6.6177215189873415,5.567379386108494,1.2557672981231515e-13,1737651.2175000529
6.6177215189873415,5.646913377338616,6.37901278980025e-14,1532134.2712500466
6.6177215189873415,5.726447368568738,1.4000530686398164e-13,1323355.1512500404
6.6177215189873415,5.805981359798858,1.3316221673890505e-13,1113488.640000034
6.6177215189873415,5.88551535102898,2.920679031108481e-14,2761973.775000084
6.6177215189873415,5.9650493422591016,1.3916562431890136e-13,2398785.097500073
6.6177215189873415,6.044583333489222,7.731531466833953e-14,-1380986.887500042
6.6177215189873415,6.124117324719344,4.1731188874818464e-13,-1753962.0862500535
6.6177215189873415,6.2036513159494655,9.993807920957028e-14,-2129112.0675000646
6.6177215189873415,6.283185307179586,2.62427663503178e-13,2503174.657500076
6.673417721518987,0.0,3.162310102603243e-13,2561893.785000078
6.673417721518987,0.07953399123012135,4.1929717732726763e-13,2186743.8037500666
6.673417721518987,0.1590679824602427,1.0332844978387613e-13,1809419.040000055
6.673417721518987,0.23860197369036407,5.134314380818871e-13,1433181.6675000435
6.673417721518987,0.3181359649204854,2.9434154205343227e-12,-2368338.1425000723
6.673417721518987,0.39766995615060674,1.8547948414287828e-12,685056.4875000209
6.673417721518987,0.47720394738072813,5.0295699375923936e-14,-1086303.858750033
6.673417721518987,0.5567379386108494,1.1053669041148732e-13,-2560806.393750078
6.673417721518987,0.6362719298409708,5.164680683634749e-13,-1497337.7512500456
6.673417721518987,0.7158059210710922,1.2542501236685507e-13,-1699592.5237500516
6.673417721518987,0.7953399123012135,4.2280277583003956e-13,-1915983.3825000583
6.673417721518987,0.8748739035313349,2.715004435481836e-13,-2131286.850000065
6.673417721518987,0.9544078947614563,1.6977499184468687e-13,-2347677.7087500715
6.673417721518987,1.0339418859915777,2.481652787966151e-13,-2566243.3500000783
6.673417721518987,1.1134758772216988,3.851613744808464e-13,-2779372.0350000844
6.673417721518987,1.1930098684518202,9.977749456500962e-14,-2997937.6762500913
6.673417721518987,1.2725438596819416,2.7980742073805255e-14,-3219765.491250098
6.673417721518987,1.352077850912063,204122306520973.47,2315055.9712500703
6.673417721518987,1.4316118421421844,228644518996107.1,2200879.890000067
6.673417721518987,1.5111458333723056,259850353877446.94,2086703.8087500634
6.673417721518987,1.590679824602427,290713248147735.4,1969265.55375006
6.673417721518987,1.6702138158325484,320368806512426.6,1856176.8637500566
6.673417721518987,1.7497478070626697,348763027599553.94,1746350.3475000532
6.673417721518987,1.8292817982927911,376100839393942.8,1638698.6137500498
6.673417721518987,1.9088157895229125,403230535610148.25,1531046.8800000467
6.673417721518987,1.9883497807530337,427600438912489.44,1425569.9287500435
6.673417721518987,2.0678837719831553,450131971502959.5,1322267.7600000403
6.673417721518987,2.1474177632132765,470204895528666.8,1220052.9825000372
6.673417721518987,2.2269517544433977,489997134879313.44,1120012.987500034
6.673417721518987,2.3064857456735193,508231403164573.5,1019972.992500031
6.673417721518987,2.3860197369036404,525225183693191.0,921020.388750028
6.673417721518987,2.465553728133762,540130559246608.56,822067.7850000251
6.673417721518987,2.5450877193638832,553467710268256.75,724202.572500022
6.673417721518987,2.6246217105940044,565362330445551.9,626337.3600000191
6.673417721518987,2.704155701824126,575727528731703.8,529559.5387500161
6.673417721518987,2.783689693054247,584237381152946.4,432781.7175000132
6.673417721518987,2.863223684284369,592235920892913.4,336003.89625001024
6.673417721518987,2.94275767551449,596334714386400.5,240313.4662500073
6.673417721518987,3.022291666744611,599870991017477.5,143535.64500000436
6.673417721518987,3.1018256579747328,601556885212219.2,47845.21500000146
6.673417721518987,3.181359649204854,601280132335896.5,-47845.21500000146
6.673417721518987,3.2608936404349755,599174330037658.5,-143535.64500000436
6.673417721518987,3.3404276316650967,596089459622393.1,-240313.4662500073
6.673417721518987,3.419961622895218,590279845425312.6,-336003.89625001024
6.673417721518987,3.4994956141253395,584067050073171.0,-432781.7175000132
6.673417721518987,3.5790296053554607,575363779145544.0,-529559.5387500161
6.673417721518987,3.6585635965855823,564957610333812.9,-626337.3600000191
6.673417721518987,3.7380975878157034,553316449835936.56,-724202.572500022
6.673417721518987,3.817631579045825,540000945619528.06,-822067.7850000251
6.673417721518987,3.8971655702759462,524974459836604.2,-921020.388750028
6.673417721518987,3.9766995615060674,508862267006185.44,-1019972.992500031
6.673417721518987,4.056233552736189,491023950871941.2,-1120012.987500034
6.673417721518987,4.135767543966311,471272192012482.06,-1221140.3737500373
6.673417721518987,4.215301535196431,451462400192839.6,-1322267.7600000403
6.673417721518987,4.294835526426553,427845308586327.5,-1425569.9287500435
6.673417721518987,4.374369517656675,403175065327167.06,-1531046.8800000467
6.673417721518987,4.453903508886795,376544021252035.56,-1638698.6137500498
6.673417721518987,4.533437500116917,348956691417071.3,-1746350.3475000532
6.673417721518987,4.6129714913470385,320334823463856.75,-1856176.8637500566
6.673417721518987,4.692505482577159,290332409523215.5,-1969265.55375006
6.673417721518987,4.772039473807281,258470071631609.84,-2086703.8087500634
6.673417721518987,4.8515734650374025,227121788278819.47,-2200879.890000067
6.673417721518987,4.931107456267524,201608783180798.75,-2315055.9712500703
6.673417721518987,5.010641447497645,1.5505212427444897e-12,3219765.491250098
6.673417721518987,5.0901754387277665,3.1462349063596774e-13,2997937.6762500913
6.673417721518987,5.169709429957888,1.279476152183235e-12,2779372.0350000844
6.673417721518987,5.249243421188009,9.070850425527987e-14,2566243.3500000783
6.673417721518987,5.32877741241813,8.122043429324322e-13,2347677.7087500715
6.673417721518987,5.408311403648252,2.1026297927751524e-13,2131286.850000065
6.673417721518987,5.487845394878374,8.189630451564232e-14,1915983.3825000583
6.673417721518987,5.567379386108494,1.165672853002841e-12,1699592.5237500516
6.673417721518987,5.646913377338616,4.303757449954721e-13,1496250.3600000455
6.673417721518987,5.726447368568738,1.7950661104582837e-13,2560806.393750078
6.673417721518987,5.805981359798858,3.030739172156653e-13,1086303.858750033
6.673417721518987,5.88551535102898,4.815754886530371e-14,2424882.487500074
6.673417721518987,5.9650493422591016,3.0779618908200043e-12,2368338.1425000723
6.673417721518987,6.044583333489222,2.789669471759487e-13,-1433181.6675000435
6.673417721518987,6.124117324719344,2.0945392876734285e-12,-1809419.040000055
6.673417721518987,6.2036513159494655,7.589465564468667e-14,-2186743.8037500666
6.673417721518987,6.283185307179586,8.596820421026446e-14,2562981.176250078
6.729113924050633,0.0,7.93427229793995e-14,2618438.1300000795
6.729113924050633,0.07953399123012135,8.295932768272428e-15,2242200.7575000683
6.729113924050633,0.1590679824602427,3.683640975351728e-13,1864875.9937500567
6.729113924050633,0.23860197369036407,3.200781758414743e-13,1487551.2300000454
6.729113924050633,0.3181359649204854,9.744514754096268e-14,1111313.857500034
6.729113924050633,0.39766995615060674,2.8034952486744645e-12,723115.181250022
6.729113924050633,0.47720394738072813,7.280719058332541e-14,-1059119.0775000323
6.729113924050633,0.5567379386108494,8.461593434231516e-14,-2518398.1350000766
6.729113924050633,0.6362719298409708,7.601337795473285e-13,-1454929.4925000442
6.729113924050633,0.7158059210710922,5.707911540597159e-13,-1662621.2212500507
6.729113924050633,0.7953399123012135,8.883190696021408e-13,-1880099.4712500572
6.729113924050633,0.8748739035313349,4.722805653208174e-13,-2096490.3300000639
6.729113924050633,0.9544078947614563,2.707609524941678e-13,-2315055.9712500703
6.729113924050633,1.0339418859915777,1.8298639514484373e-13,-2534709.003750077
6.729113924050633,1.1134758772216988,1.779944691981291e-13,-2752187.253750084
6.729113924050633,1.1930098684518202,4.6906566904659286e-14,-2968578.11250009
6.729113924050633,1.2725438596819416,6.702370571108481e-14,-3191493.318750097
6.729113924050633,1.352077850912063,213204828304799.84,2317230.7537500705
6.729113924050633,1.4316118421421844,238132553369890.0,2200879.890000067
6.729113924050633,1.5111458333723056,271448879508276.03,2083441.6350000633
6.729113924050633,1.590679824602427,302590135784741.56,1968178.16250006
6.729113924050633,1.6702138158325484,332502890863196.2,1856176.8637500566
6.729113924050633,1.7497478070626697,361334294286622.5,1746350.3475000532
6.729113924050633,1.8292817982927911,388706735946929.75,1638698.6137500498
6.729113924050633,1.9088157895229125,415699041520024.56,1531046.8800000467
6.729113924050633,1.9883497807530337,440066898531160.6,1425569.9287500435
6.729113924050633,2.0678837719831553,463972275333020.6,1322267.7600000403
6.729113924050633,2.1474177632132765,484648225729611.1,1221140.3737500373
6.729113924050633,2.2269517544433977,504624176911975.56,1120012.987500034
6.729113924050633,2.3064857456735193,522394700740784.25,1019972.992500031
6.729113924050633,2.3860197369036404,538365259386591.1,921020.388750028
6.729113924050633,2.465553728133762,553533732846502.06,822067.7850000251
6.729113924050633,2.5450877193638832,567157386367713.9,724202.572500022
6.729113924050633,2.6246217105940044,579317266152131.2,626337.3600000191
6.729113924050633,2.704155701824126,589649581961934.1,529559.5387500161
6.729113924050633,2.783689693054247,598082725065359.5,432781.7175000132
6.729113924050633,2.863223684284369,605216348525177.0,336003.89625001024
6.729113924050633,2.94275767551449,610254240835811.5,240313.4662500073
6.729113924050633,3.022291666744611,613732233719563.5,143535.64500000436
6.729113924050633,3.1018256579747328,615644605036745.1,47845.21500000146
6.729113924050633,3.181359649204854,614638964433764.0,-47845.21500000146
6.729113924050633,3.2608936404349755,613451902195119.2,-143535.64500000436
6.729113924050633,3.3404276316650967,610027893845329.6,-240313.4662500073
6.729113924050633,3.419961622895218,604468201125288.6,-336003.89625001024
6.729113924050633,3.4994956141253395,597917078803113.9,-432781.7175000132
6.729113924050633,3.5790296053554607,589273971997707.4,-529559.5387500161
6.729113924050633,3.6585635965855823,578393792696400.4,-626337.3600000191
6.729113924050633,3.7380975878157034,566944433449850.4,-724202.572500022
6.729113924050633,3.817631579045825,553348272604219.7,-822067.7850000251
6.729113924050633,3.8971655702759462,538431735851681.25,-921020.388750028
6.729113924050633,3.9766995615060674,522155883125342.75,-1019972.992500031
6.729113924050633,4.056233552736189,505837749316747.5,-1120012.987500034
6.729113924050633,4.135767543966311,486089164084312.44,-1221140.3737500373
6.729113924050633,4.215301535196431,463830009545166.7,-1322267.7600000403
6.729113924050633,4.294835526426553,440650496329028.5,-1425569.9287500435
6.729113924050633,4.374369517656675,415451313538240.6,-1531046.8800000467
6.729113924050633,4.453903508886795,389377441116733.0,-1638698.6137500498
6.729113924050633,4.533437500116917,361158355279793.9,-1746350.3475000532
6.729113924050633,4.6129714913470385,332698849003689.94,-1856176.8637500566
6.729113924050633,4.692505482577159,302310750618058.25,-1968178.16250006
6.729113924050633,4.772039473807281,271294290363487.16,-2083441.6350000633
6.729113924050633,4.8515734650374025,238267177866645.2,-2200879.890000067
6.729113924050633,4.931107456267524,211023310729582.75,-2317230.7537500705
6.729113924050633,5.010641447497645,9.709887552819123e-13,3191493.318750097
6.729113924050633,5.0901754387277665,6.633486077919332e-14,2968578.11250009
6.729113924050633,5.169709429957888,2.8876170298035e-13,2752187.253750084
6.729113924050633,5.249243421188009,6.621315104226737e-13,2534709.003750077
6.729113924050633,5.32877741241813,1.504986687285273e-13,2315055.9712500703
6.729113924050633,5.408311403648252,2.630140615965061e-13,2096490.3300000639
6.729113924050633,5.487845394878374,8.858202356987833e-14,1880099.4712500572
6.729113924050633,5.567379386108494,7.260256527557597e-14,1662621.2212500507
6.729113924050633,5.646913377338616,4.202830425888591e-13,1454929.4925000442
6.729113924050633,5.726447368568738,9.07205571282265e-14,2518398.1350000766
6.729113924050633,5.805981359798858,1.399070301030314e-13,1059119.0775000323
6.729113924050633,5.88551535102898,2.960676574842633e-13,-723115.181250022
6.729113924050633,5.9650493422591016,4.4555529900728063e-14,-1111313.857500034
6.729113924050633,6.044583333489222,1.084741384848173e-14,-1487551.2300000454
6.729113924050633,6.124117324719344,2.2457080460034057e-13,-1864875.9937500567
6.729113924050633,6.2036513159494655,8.640717253697581e-13,-2242200.7575000683
6.729113924050633,6.283185307179586,1.750104275918135e-13,2618438.1300000795
6.784810126582279,0.0,4.1673249972029917e-13,2678244.6487500817
6.784810126582279,0.07953399123012135,7.963940286367902e-14,2298745.10250007
6.784810126582279,0.1590679824602427,8.809804249012582e-14,1918158.1650000585
6.784810126582279,0.23860197369036407,1.4574020119779852e-12,1539746.0100000468
6.784810126582279,0.3181359649204854,1.2485004315185864e-13,1160246.4637500353
6.784810126582279,0.39766995615060674,4.6042112370577587e-14,-2349852.4912500717
6.784810126582279,0.47720394738072813,1.7894722969864447e-12,-1033021.6875000314
6.784810126582279,0.5567379386108494,4.564367538144233e-13,-2477077.2675000755
6.784810126582279,0.6362719298409708,5.575813393532281e-14,-1416870.7987500431
6.784810126582279,0.7158059210710922,1.1216646612945194e-13,-1627824.7012500495
6.784810126582279,0.7953399123012135,1.0533428457949476e-12,-1843128.168750056
6.784810126582279,0.8748739035313349,2.295954541519545e-13,-2062781.2012500628
6.784810126582279,0.9544078947614563,6.468867450935105e-13,-2281346.8425000696
6.784810126582279,1.0339418859915777,3.544809084132171e-13,-2502087.2662500762
6.784810126582279,1.1134758772216988,8.97339899954128e-14,-2723915.0812500827
6.784810126582279,1.1930098684518202,2.2001917183678544e-13,-2939218.5487500895
6.784810126582279,1.2725438596819416,28893.558169372387,2432494.226250074
6.784810126582279,1.352077850912063,215921462514772.47,2317230.7537500705
6.784810126582279,1.4316118421421844,250355243333519.12,2200879.890000067
6.784810126582279,1.5111458333723056,283104254346973.7,2082354.2437500635
6.784810126582279,1.590679824602427,314720230331654.2,1968178.16250006
6.784810126582279,1.6702138158325484,344601521227276.8,1856176.8637500566
6.784810126582279,1.7497478070626697,374222535633488.5,1746350.3475000532
6.784810126582279,1.8292817982927911,401627166661858.0,1637611.2225000497
6.784810126582279,1.9088157895229125,427926665686282.5,1531046.8800000467
6.784810126582279,1.9883497807530337,453398937178420.25,1425569.9287500435
6.784810126582279,2.0678837719831553,476248696568205.56,1322267.7600000403
6.784810126582279,2.1474177632132765,496597055798026.0,1218965.591250037
6.784810126582279,2.2269517544433977,517487644746052.2,1120012.987500034
6.784810126582279,2.3064857456735193,536671084643265.44,1019972.992500031
6.784810126582279,2.3860197369036404,552014800908795.06,921020.388750028
6.784810126582279,2.465553728133762,567593128127596.1,822067.7850000251
6.784810126582279,2.5450877193638832,580968440557459.2,724202.572500022
6.784810126582279,2.6246217105940044,593018132225776.5,626337.3600000191
6.784810126582279,2.704155701824126,603283810954013.6,529559.5387500161
6.784810126582279,2.783689693054247,611938801852721.4,432781.7175000132
6.784810126582279,2.863223684284369,619245739676723.2,336003.89625001024
6.784810126582279,2.94275767551449,624336063412805.9,240313.4662500073
6.784810126582279,3.022291666744611,628170987767555.4,143535.64500000436
6.784810126582279,3.1018256579747328,629849004518405.0,47845.21500000146
6.784810126582279,3.181359649204854,629039840061556.2,-47845.21500000146
6.784810126582279,3.2608936404349755,627235209414163.0,-143535.64500000436
6.784810126582279,3.3404276316650967,623927765536100.0,-240313.4662500073
6.784810126582279,3.419961622895218,618705395253837.4,-336003.89625001024
6.784810126582279,3.4994956141253395,611858479848190.1,-432781.7175000132
6.784810126582279,3.5790296053554607,603051356986539.0,-529559.5387500161
6.784810126582279,3.6585635965855823,592554974339339.5,-626337.3600000191
6.784810126582279,3.7380975878157034,580624106067214.6,-724202.572500022
6.784810126582279,3.817631579045825,567155308526028.9,-822067.7850000251
6.784810126582279,3.8971655702759462,551631168891621.44,-921020.388750028
6.784810126582279,3.9766995615060674,534853979254752.6,-1019972.992500031
6.784810126582279,4.056233552736189,518012817790499.56,-1120012.987500034
6.784810126582279,4.135767543966311,498238353884791.5,-1221140.3737500373
6.784810126582279,4.215301535196431,477589716696332.1,-1322267.7600000403
6.784810126582279,4.294835526426553,454815692320987.44,-1425569.9287500435
6.784810126582279,4.374369517656675,427754726929368.06,-1531046.8800000467
6.784810126582279,4.453903508886795,401352927625761.94,-1637611.2225000497
6.784810126582279,4.533437500116917,374276639083340.75,-1746350.3475000532
6.784810126582279,4.6129714913470385,344914673552307.56,-1856176.8637500566
6.784810126582279,4.692505482577159,314406291308439.94,-1968178.16250006
6.784810126582279,4.772039473807281,283031232620364.75,-2082354.2437500635
6.784810126582279,4.8515734650374025,250088927438382.1,-2200879.890000067
6.784810126582279,4.931107456267524,215610050796066.62,-2317230.7537500705
6.784810126582279,5.010641447497645,255294.15899413993,-2432494.226250074
6.784810126582279,5.0901754387277665,7.102579100260711e-14,2939218.5487500895
6.784810126582279,5.169709429957888,9.035497816571893e-14,2723915.0812500827
6.784810126582279,5.249243421188009,6.920813617144215e-14,2502087.2662500762
6.784810126582279,5.32877741241813,5.613610809102162e-13,2281346.8425000696
6.784810126582279,5.408311403648252,8.387468094659514e-14,2062781.2012500628
6.784810126582279,5.487845394878374,1.8787185376288257e-13,1843128.168750056
6.784810126582279,5.567379386108494,4.3418258345537347e-13,1627824.7012500495
6.784810126582279,5.646913377338616,2.085945807090149e-13,1416870.7987500431
6.784810126582279,5.726447368568738,1.6698400254070673e-13,2477077.2675000755
6.784810126582279,5.805981359798858,1.0784177762359178e-13,1033021.6875000314
6.784810126582279,5.88551535102898,2.8144054045688286e-14,2349852.4912500717
6.784810126582279,5.9650493422591016,1.404034615492227e-12,-1158071.6812500353
6.784810126582279,6.044583333489222,2.406486418057025e-12,-1539746.0100000468
6.784810126582279,6.124117324719344,2.875332851433264e-13,-1918158.1650000585
6.784810126582279,6.2036513159494655,1.2431244087775613e-13,-2298745.10250007
6.784810126582279,6.283185307179586,1.7133958861822025e-12,2677157.2575000813
6.840506329113925,0.0,5.826133418057719e-13,2733701.6025000834
6.840506329113925,0.07953399123012135,1.684226301543725e-15,2355289.4475000715
6.840506329113925,0.1590679824602427,2.840250486322876e-13,1973615.11875006
6.840506329113925,0.23860197369036407,4.741378743644196e-14,1585416.4425000483
6.840506329113925,0.3181359649204854,8.209452492492953e-14,-2178044.673750066
6.840506329113925,0.39766995615060674,3.3724871600869015e-13,810106.4812500246
6.840506329113925,0.47720394738072813,1.348038704258117e-13,-2829392.032500086
6.840506329113925,0.5567379386108494,4.541043121365795e-14,-1155896.898750035
6.840506329113925,0.6362719298409708,6.637353527983906e-13,-1376637.322500042
6.840506329113925,0.7158059210710922,1.9098948404310924e-13,-1591940.7900000485
6.840506329113925,0.7953399123012135,3.2025312830754717e-13,-1807244.257500055
6.840506329113925,0.8748739035313349,9.20038822165458e-13,-2027984.6812500618
6.840506329113925,0.9544078947614563,4.811783152517765e-13,-2248725.1050000684
6.840506329113925,1.0339418859915777,4.2103014375814676e-13,-2470552.9200000754
6.840506329113925,1.1134758772216988,5.79891512749693e-14,-2694555.517500082
6.840506329113925,1.1930098684518202,7.806523175564699e-14,-2909858.9850000883
6.840506329113925,1.2725438596819416,203625921385022.34,2434669.008750074
6.840506329113925,1.352077850912063,231057941640788.28,2319405.5362500707
6.840506329113925,1.4316118421421844,261612724429105.88,2201967.281250067
6.840506329113925,1.5111458333723056,295015612172147.9,2082354.2437500635
6.840506329113925,1.590679824602427,326514533507332.5,1968178.16250006
6.840506329113925,1.6702138158325484,357134451565469.3,1856176.8637500566
6.840506329113925,1.7497478070626697,386481206378269.25,1746350.3475000532
6.840506329113925,1.8292817982927911,414092959054452.94,1637611.2225000497
6.840506329113925,1.9088157895229125,441718243663268.0,1531046.8800000467
6.840506329113925,1.9883497807530337,466917835612011.2,1424482.5375000434
6.840506329113925,2.0678837719831553,490282116028622.25,1322267.7600000403
6.840506329113925,2.1474177632132765,511149819838498.1,1221140.3737500373
6.840506329113925,2.2269517544433977,531954855949286.7,1120012.987500034
6.840506329113925,2.3064857456735193,548773734710798.06,1019972.992500031
6.840506329113925,2.3860197369036404,567052805090582.9,921020.388750028
6.840506329113925,2.465553728133762,581431922541914.6,822067.7850000251
6.840506329113925,2.5450877193638832,594785477379221.5,724202.572500022
6.840506329113925,2.6246217105940044,606877902114374.2,626337.3600000191
6.840506329113925,2.704155701824126,617274685814496.1,529559.5387500161
6.840506329113925,2.783689693054247,626059166245021.8,432781.7175000132
6.840506329113925,2.863223684284369,633744675879289.8,336003.89625001024
6.840506329113925,2.94275767551449,638637378852698.4,240313.4662500073
6.840506329113925,3.022291666744611,641957040127564.5,143535.64500000436
6.840506329113925,3.1018256579747328,643663182244673.1,47845.21500000146
6.840506329113925,3.181359649204854,643403715367543.5,-47845.21500000146
6.840506329113925,3.2608936404349755,641538144047944.2,-143535.64500000436
6.840506329113925,3.3404276316650967,638048147202570.9,-240313.4662500073
6.840506329113925,3.419961622895218,631988985884621.2,-336003.89625001024
6.840506329113925,3.4994956141253395,625873177466300.5,-432781.7175000132
6.840506329113925,3.5790296053554607,617066054600173.2,-529559.5387500161
6.840506329113925,3.6585635965855823,606387922831223.0,-626337.3600000191
6.840506329113925,3.7380975878157034,594490540990979.2,-724202.572500022
6.840506329113925,3.817631579045825,580945578340971.1,-822067.7850000251
6.840506329113925,3.8971655702759462,565497392480469.4,-921020.388750028
6.840506329113925,3.9766995615060674,549088173288744.8,-1019972.992500031
6.840506329113925,4.056233552736189,532791106486164.3,-1120012.987500034
6.840506329113925,4.135767543966311,510666027391467.06,-1221140.3737500373
6.840506329113925,4.215301535196431,489084709104739.56,-1322267.7600000403
6.840506329113925,4.294835526426553,466206389529109.44,-1424482.5375000434
6.840506329113925,4.374369517656675,441844362323810.5,-1531046.8800000467
6.840506329113925,4.453903508886795,414361179632733.75,-1637611.2225000497
6.840506329113925,4.533437500116917,386747143287271.1,-1746350.3475000532
6.840506329113925,4.6129714913470385,357291610335381.25,-1856176.8637500566
6.840506329113925,4.692505482577159,326848520474493.25,-1968178.16250006
6.840506329113925,4.772039473807281,294901655680371.44,-2082354.2437500635
6.840506329113925,4.8515734650374025,261973146190509.94,-2201967.281250067
6.840506329113925,4.931107456267524,227917910362328.2,-2319405.5362500707
6.840506329113925,5.010641447497645,200412083666345.16,-2434669.008750074
6.840506329113925,5.0901754387277665,1.1744574684394505e-13,2909858.9850000883
6.840506329113925,5.169709429957888,1.1794639080752485e-13,2694555.517500082
6.840506329113925,5.249243421188009,1.7756412118320434e-13,2470552.9200000754
6.840506329113925,5.32877741241813,1.0695691993172204e-13,2248725.1050000684
6.840506329113925,5.408311403648252,1.7489425177333473e-13,2027984.6812500618
6.840506329113925,5.487845394878374,1.2957782270642132e-13,1807244.257500055
6.840506329113925,5.567379386108494,5.4804862337767804e-14,1591940.7900000485
6.840506329113925,5.646913377338616,4.9669744399141524e-14,1376637.322500042
6.840506329113925,5.726447368568738,7.805882424770003e-14,1155896.898750035
6.840506329113925,5.805981359798858,4.865714309901846e-14,2829392.032500086
6.840506329113925,5.88551535102898,9.456753159837508e-15,2275909.8862500694
6.840506329113925,5.9650493422591016,1.7088039538848385e-14,2178044.673750066
6.840506329113925,6.044583333489222,1.2995480318923217e-14,-1585416.4425000483
6.840506329113925,6.124117324719344,5.873689016262591e-14,-1973615.11875006
6.840506329113925,6.2036513159494655,1.1020573873899288e-14,-2356376.838750072
6.840506329113925,6.283185307179586,3.1254412316538616e-13,2732614.211250083
6.89620253164557,0.0,1.4207145253419637e-13,2798945.0775000853
6.89620253164557,0.07953399123012135,2.0970499113394393e-13,2416183.3575000735
6.89620253164557,0.1590679824602427,1.4304585229579414e-12,2030159.4637500618
6.89620253164557,0.23860197369036407,2.373134205562127e-14,1646310.35250005
6.89620253164557,0.3181359649204854,6.779759972457477e-13,1261373.8500000383
6.89620253164557,0.39766995615060674,2.9762104208857487e-13,865563.4350000264
6.89620253164557,0.47720394738072813,2.290750748011583e-12,491500.84500001493
6.89620253164557,0.5567379386108494,4.829052470298396e-14,-1124362.5525000342
6.89620253164557,0.6362719298409708,1.0052473440745387e-13,-2479252.0500000753
6.89620253164557,0.7158059210710922,4.3432047378981304e-13,-1557144.2700000473
6.89620253164557,0.7953399123012135,2.733941605148737e-13,-1770272.9550000539
6.89620253164557,0.8748739035313349,1.139327670560489e-12,-2794595.512500085
6.89620253164557,0.9544078947614563,2.0649268058418847e-13,-2215015.9762500674
6.89620253164557,1.0339418859915777,7.445422828615434e-14,-2437931.182500074
6.89620253164557,1.1134758772216988,4.634233833639689e-13,-2663021.171250081
6.89620253164557,1.1930098684518202,4.462257557285387e-14,-2881586.8125000875
6.89620253164557,1.2725438596819416,214704676981938.4,2435756.400000074
6.89620253164557,1.352077850912063,241499471449039.16,2319405.5362500707
6.89620253164557,1.4316118421421844,274259297053184.28,2201967.281250067
6.89620253164557,1.5111458333723056,307262820155114.8,2081266.8525000634
6.89620253164557,1.590679824602427,339023020754232.25,1967090.7712500598
6.89620253164557,1.6702138158325484,369905164111631.06,1856176.8637500566
6.89620253164557,1.7497478070626697,398856576719846.8,1746350.3475000532
6.89620253164557,1.8292817982927911,426982545311646.44,1637611.2225000497
6.89620253164557,1.9088157895229125,453797834700338.06,1529959.4887500466
6.89620253164557,1.9883497807530337,479091618099862.25,1424482.5375000434
6.89620253164557,2.0678837719831553,502867878550667.8,1322267.7600000403
6.89620253164557,2.1474177632132765,524389090309099.2,1221140.3737500373
6.89620253164557,2.2269517544433977,544347899737049.75,1120012.987500034
6.89620253164557,2.3064857456735193,562639019873006.75,1019972.992500031
6.89620253164557,2.3860197369036404,579586977300245.9,921020.388750028
6.89620253164557,2.465553728133762,595116647683872.1,822067.7850000251
6.89620253164557,2.5450877193638832,608675777218491.6,724202.572500022
6.89620253164557,2.6246217105940044,620899479696295.2,626337.3600000191
6.89620253164557,2.704155701824126,631276804941389.4,529559.5387500161
6.89620253164557,2.783689693054247,640093939578223.9,432781.7175000132
6.89620253164557,2.863223684284369,647659336037753.0,336003.89625001024
6.89620253164557,2.94275767551449,652664399397595.1,240313.4662500073
6.89620253164557,3.022291666744611,656403346266028.4,143535.64500000436
6.89620253164557,3.1018256579747328,657929097960412.1,47845.21500000146
6.89620253164557,3.181359649204854,656362652632448.1,-47845.21500000146
6.89620253164557,3.2608936404349755,655875897485561.5,-143535.64500000436
6.89620253164557,3.3404276316650967,651784592688435.6,-240313.4662500073
6.89620253164557,3.419961622895218,646806239013296.6,-336003.89625001024
6.89620253164557,3.4994956141253395,639800002432598.5,-432781.7175000132
